from_id,to_id,distance_m,climb_m,descent_m,cruise_alt_m,op_from_m,op_to_m,max_ground_elev_m,provider_fingerprint,sample_step_m
S002,S008,4803.522596870957,160.09408976835311,108.69408976835314,379.5940897683531,219.5,270.9,329.5940897683531,12c810a78ce49855,30.0
S002,S009,1724.5620876660555,106.7345452295416,96.2345452295416,326.2345452295416,219.5,230.0,276.2345452295416,12c810a78ce49855,30.0
S002,S010,5917.050222368955,272.8040005784664,140.70400057846638,492.3040005784664,219.5,351.6,442.3040005784664,12c810a78ce49855,30.0
S002,S011,5781.875366799586,140.45405617945028,147.85405617945028,359.9540561794503,219.5,212.1,309.9540561794503,12c810a78ce49855,30.0
S002,S012,3071.6048823538326,185.1592190529227,124.8592190529227,404.6592190529227,219.5,279.8,354.6592190529227,12c810a78ce49855,30.0
S002,S013,4540.1559075934465,156.2863906582666,24.086390658266623,375.7863906582666,219.5,351.7,325.7863906582666,12c810a78ce49855,30.0
S002,S014,7654.615068115548,283.4595042885672,151.9595042885672,502.9595042885672,219.5,351.0,452.9595042885672,12c810a78ce49855,30.0
S002,S015,7165.301165020301,424.0412057700785,169.04120577007848,643.5412057700785,219.5,474.5,593.5412057700785,12c810a78ce49855,30.0
S003,O01,7262.516602551254,215.11594145315246,425.91594145315247,553.6159414531525,338.5,127.7,503.61594145315246,12c810a78ce49855,30.0
S003,S001,7658.535858479678,215.2517509768286,369.7517509768286,553.7517509768286,338.5,184.0,503.75175097682853,12c810a78ce49855,30.0
S003,S002,9776.941051401693,277.65670909752157,396.65670909752157,616.1567090975216,338.5,219.5,566.1567090975216,12c810a78ce49855,30.0
S003,S004,8232.80742348998,384.5833211550596,494.7833211550596,723.0833211550596,338.5,228.3,673.0833211550596,12c810a78ce49855,30.0
S003,S005,6340.574092593686,238.87867382596676,382.37867382596676,577.3786738259668,338.5,195.0,527.3786738259668,12c810a78ce49855,30.0
S003,S006,4800.693513782563,318.673576634509,342.373576634509,657.173576634509,338.5,314.8,607.173576634509,12c810a78ce49855,30.0
S003,S007,2734.167759907365,66.25979996635459,56.25979996635459,404.7597999663546,338.5,348.5,354.7597999663546,12c810a78ce49855,30.0
S003,S008,6254.521293804788,455.6599296405212,523.2599296405212,794.1599296405212,338.5,270.9,744.1599296405212,12c810a78ce49855,30.0
S003,S009,8897.990523708319,251.0316347005571,359.5316347005571,589.5316347005571,338.5,230.0,539.5316347005571,12c810a78ce49855,30.0
S003,S010,11223.486063084903,174.6783277608663,161.57832776086627,513.1783277608663,338.5,351.6,463.17832776086624,12c810a78ce49855,30.0
S003,S011,5356.4441824098285,193.40973749820307,319.80973749820305,531.9097374982031,338.5,212.1,481.90973749820307,12c810a78ce49855,30.0
S003,S012,11817.53950266204,257.7406512547567,316.4406512547567,596.2406512547567,338.5,279.8,546.2406512547567,12c810a78ce49855,30.0
S003,S013,10557.184998169134,214.21256268132788,201.0125626813279,552.7125626813279,338.5,351.7,502.7125626813278,12c810a78ce49855,30.0
S003,S014,12384.243524927237,254.66726538110333,242.16726538110333,593.1672653811033,338.5,351.0,543.1672653811033,12c810a78ce49855,30.0
S003,S015,2616.4360178212796,148.5914674298233,12.591467429823297,487.0914674298233,338.5,474.5,437.0914674298233,12c810a78ce49855,30.0
S004,O01,7714.695363997386,170.19668135593002,270.79668135593005,398.49668135593004,228.3,127.7,348.49668135593004,12c810a78ce49855,30.0
S004,S001,4927.67523579074,179.61398416565856,223.91398416565858,407.9139841656586,228.3,184.0,357.9139841656586,12c810a78ce49855,30.0
S004,S002,2248.495809936186,103.23770289575123,112.03770289575124,331.53770289575124,228.3,219.5,281.53770289575124,12c810a78ce49855,30.0
S004,S003,8232.80742348998,494.7833211550596,384.5833211550596,723.0833211550596,228.3,338.5,673.0833211550596,12c810a78ce49855,30.0
S004,S005,2608.210541085774,135.53287009887407,168.83287009887408,363.8328700988741,228.3,195.0,313.8328700988741,12c810a78ce49855,30.0
S004,S006,8705.980716513379,190.82603102119458,104.32603102119458,419.1260310211946,228.3,314.8,369.1260310211946,12c810a78ce49855,30.0
S004,S007,7096.7041939113615,360.9644354850698,240.76443548506984,589.2644354850698,228.3,348.5,539.2644354850698,12c810a78ce49855,30.0
S004,S008,2612.3266787306293,155.02747327516892,112.42747327516895,383.3274732751689,228.3,270.9,333.3274732751689,12c810a78ce49855,30.0
S004,S009,2985.2541124365835,96.54717204149688,94.84717204149689,324.8471720414969,228.3,230.0,274.8471720414969,12c810a78ce49855,30.0
S004,S010,7545.316864450818,252.17552459611937,128.87552459611936,480.4755245961194,228.3,351.6,430.4755245961194,12c810a78ce49855,30.0
S004,S011,5403.790999637765,132.56918622572078,148.7691862257208,360.8691862257208,228.3,212.1,310.8691862257208,12c810a78ce49855,30.0
S004,S012,5285.880415310414,128.9897916321175,77.48979163211749,357.2897916321175,228.3,279.8,307.2897916321175,12c810a78ce49855,30.0
S004,S013,6196.408600793383,143.9543553916413,20.55435539164131,372.2543553916413,228.3,351.7,322.2543553916413,12c810a78ce49855,30.0
S004,S014,9293.794613352795,323.60845903215403,200.90845903215404,551.908459032154,228.3,351.0,501.9084590321541,12c810a78ce49855,30.0
S004,S015,5648.937689704462,461.3816997263411,215.1816997263411,689.6816997263411,228.3,474.5,639.6816997263411,12c810a78ce49855,30.0
S005,O01,5280.6116741403985,130.3564947905387,197.65649479053872,325.3564947905387,195.0,127.7,275.3564947905387,12c810a78ce49855,30.0
S005,S001,2928.064107627181,119.84856433446504,130.84856433446504,314.84856433446504,195.0,184.0,264.84856433446504,12c810a78ce49855,30.0
S005,S002,3476.2063924830904,210.92502642098088,186.42502642098088,405.9250264209809,195.0,219.5,355.9250264209809,12c810a78ce49855,30.0
S005,S003,6340.574092593686,382.37867382596676,238.87867382596676,577.3786738259668,195.0,338.5,527.3786738259668,12c810a78ce49855,30.0
S005,S004,2608.210541085774,168.83287009887408,135.53287009887407,363.8328700988741,195.0,228.3,313.8328700988741,12c810a78ce49855,30.0
S005,S006,6107.033298263774,210.49037978575188,90.69037978575187,405.4903797857519,195.0,314.8,355.4903797857519,12c810a78ce49855,30.0
S005,S007,4688.013347080372,311.1788376402045,157.6788376402045,506.1788376402045,195.0,348.5,456.1788376402045,12c810a78ce49855,30.0
S005,S008,3040.3306650433137,170.88425362704749,94.98425362704751,365.8842536270475,195.0,270.9,315.8842536270475,12c810a78ce49855,30.0
S005,S009,2650.2172761960574,166.26334530161398,131.26334530161398,361.263345301614,195.0,230.0,311.263345301614,12c810a78ce49855,30.0
S005,S010,6361.278557602677,264.3886723277776,107.78867232777759,459.3886723277776,195.0,351.6,409.3886723277776,12c810a78ce49855,30.0
S005,S011,2802.7176633257823,150.8906648416322,133.7906648416322,345.8906648416322,195.0,212.1,295.8906648416322,12c810a78ce49855,30.0
S005,S012,5623.22145426887,167.86312435826193,83.06312435826192,362.8631243582619,195.0,279.8,312.8631243582619,12c810a78ce49855,30.0
S005,S013,5214.572622227073,177.2543553916413,20.55435539164131,372.2543553916413,195.0,351.7,322.2543553916413,12c810a78ce49855,30.0
S005,S014,7995.271045975033,407.07547905982494,251.07547905982494,602.0754790598249,195.0,351.0,552.0754790598249,12c810a78ce49855,30.0
S005,S015,3755.2459944369316,421.44189681833063,141.94189681833063,616.4418968183306,195.0,474.5,566.4418968183306,12c810a78ce49855,30.0
S006,O01,3185.44461546421,49.73192243336763,236.83192243336765,364.53192243336764,314.8,127.7,314.53192243336764,12c810a78ce49855,30.0
S006,S001,5295.619779510997,75.50781810517583,206.30781810517584,390.30781810517584,314.8,184.0,340.30781810517584,12c810a78ce49855,30.0
S006,S002,9184.823842417456,74.33397745046699,169.633977450467,389.133977450467,314.8,219.5,339.133977450467,12c810a78ce49855,30.0
S006,S003,4800.693513782563,342.373576634509,318.673576634509,657.173576634509,314.8,338.5,607.173576634509,12c810a78ce49855,30.0
S006,S004,8705.980716513379,104.32603102119458,190.82603102119458,419.1260310211946,314.8,228.3,369.1260310211946,12c810a78ce49855,30.0
S006,S005,6107.033298263774,90.69037978575187,210.49037978575188,405.4903797857519,314.8,195.0,355.4903797857519,12c810a78ce49855,30.0
S006,S007,2507.415089179108,266.608931592577,232.908931592577,581.408931592577,314.8,348.5,531.408931592577,12c810a78ce49855,30.0
S006,S008,8061.409107253617,250.9552824216659,294.85528242166595,565.7552824216659,314.8,270.9,515.7552824216659,12c810a78ce49855,30.0
S006,S009,7668.781985188515,73.63562396024992,158.43562396024993,388.4356239602499,314.8,230.0,338.4356239602499,12c810a78ce49855,30.0
S006,S010,7919.750510344055,117.60072972640074,80.80072972640073,432.40072972640075,314.8,351.6,382.40072972640075,12c810a78ce49855,30.0
S006,S011,3409.5270226706816,81.63358997357983,184.33358997357985,396.43358997357984,314.8,212.1,346.43358997357984,12c810a78ce49855,30.0
S006,S012,9989.28501748707,118.16625922019529,153.1662592201953,432.9662592201953,314.8,279.8,382.9662592201953,12c810a78ce49855,30.0
S006,S013,7781.609796769484,75.61940608692328,38.7194060869233,390.4194060869233,314.8,351.7,340.4194060869233,12c810a78ce49855,30.0
S006,S014,8594.622880261228,284.4187719043197,248.21877190431974,599.2187719043197,314.8,351.0,549.2187719043197,12c810a78ce49855,30.0
S006,S015,4684.456859381615,336.62625449354385,176.92625449354387,651.4262544935439,314.8,474.5,601.4262544935439,12c810a78ce49855,30.0
S007,O01,4533.928018239476,154.05109965793162,374.8510996579316,502.5510996579316,348.5,127.7,452.5510996579316,12c810a78ce49855,30.0
S007,S001,5187.536592368307,88.62956416773181,253.12956416773181,437.1295641677318,348.5,184.0,387.1295641677318,12c810a78ce49855,30.0
S007,S002,8118.66037971787,120.04590134774617,249.04590134774617,468.54590134774617,348.5,219.5,418.54590134774617,12c810a78ce49855,30.0
S007,S003,2734.167759907365,56.25979996635459,66.25979996635459,404.7597999663546,348.5,338.5,354.7597999663546,12c810a78ce49855,30.0
S007,S004,7096.7041939113615,240.76443548506984,360.9644354850698,589.2644354850698,348.5,228.3,539.2644354850698,12c810a78ce49855,30.0
S007,S005,4688.013347080372,157.6788376402045,311.1788376402045,506.1788376402045,348.5,195.0,456.1788376402045,12c810a78ce49855,30.0
S007,S006,2507.415089179108,232.908931592577,266.608931592577,581.408931592577,348.5,314.8,531.408931592577,12c810a78ce49855,30.0
S007,S008,5911.545661371603,303.31919619587165,380.9191961958717,651.8191961958717,348.5,270.9,601.8191961958717,12c810a78ce49855,30.0
S007,S009,6907.78469625147,119.55224665525844,238.05224665525844,468.05224665525844,348.5,230.0,418.05224665525844,12c810a78ce49855,30.0
S007,S010,8598.949947079225,88.52517399625782,85.4251739962578,437.0251739962578,348.5,351.6,387.0251739962578,12c810a78ce49855,30.0
S007,S011,2833.822140970494,87.98816875039722,224.38816875039723,436.4881687503972,348.5,212.1,386.4881687503972,12c810a78ce49855,30.0
S007,S012,9663.32366199874,106.45204250192751,175.1520425019275,454.9520425019275,348.5,279.8,404.9520425019275,12c810a78ce49855,30.0
S007,S013,8054.372054738319,81.20685454127431,78.00685454127432,429.7068545412743,348.5,351.7,379.7068545412743,12c810a78ce49855,30.0
S007,S014,9682.525243720554,231.66598522205322,229.16598522205322,580.1659852220532,348.5,351.0,530.1659852220532,12c810a78ce49855,30.0
S007,S015,2219.3597595648066,152.2601488352537,26.260148835253688,500.7601488352537,348.5,474.5,450.7601488352537,12c810a78ce49855,30.0
S008,O01,8079.040501639574,96.30250025632574,239.50250025632573,367.2025002563257,270.9,127.7,317.2025002563257,12c810a78ce49855,30.0
S008,S001,5968.391969756748,94.8670356124037,181.76703561240367,365.7670356124037,270.9,184.0,315.7670356124037,12c810a78ce49855,30.0
S008,S002,4803.522596870957,108.69408976835314,160.09408976835311,379.5940897683531,270.9,219.5,329.5940897683531,12c810a78ce49855,30.0
S008,S003,6254.521293804788,523.2599296405212,455.6599296405212,794.1599296405212,270.9,338.5,744.1599296405212,12c810a78ce49855,30.0
S008,S004,2612.3266787306293,112.42747327516895,155.02747327516892,383.3274732751689,270.9,228.3,333.3274732751689,12c810a78ce49855,30.0
S008,S005,3040.3306650433137,94.98425362704751,170.88425362704749,365.8842536270475,270.9,195.0,315.8842536270475,12c810a78ce49855,30.0
S008,S006,8061.409107253617,294.85528242166595,250.9552824216659,565.7552824216659,270.9,314.8,515.7552824216659,12c810a78ce49855,30.0
S008,S007,5911.545661371603,380.9191961958717,303.31919619587165,651.8191961958717,270.9,348.5,601.8191961958717,12c810a78ce49855,30.0
S008,S009,5018.974714723872,112.07718198995349,152.97718198995346,382.97718198995346,270.9,230.0,332.97718198995346,12c810a78ce49855,30.0
S008,S010,9293.254582419706,193.62768403034454,112.9276840303445,464.5276840303445,270.9,351.6,414.5276840303445,12c810a78ce49855,30.0
S008,S011,5327.214782863093,138.27043655389394,197.07043655389393,409.1704365538939,270.9,212.1,359.1704365538939,12c810a78ce49855,30.0
S008,S012,7729.139533558727,86.14510995010824,77.2451099501082,357.0451099501082,270.9,279.8,307.0451099501082,12c810a78ce49855,30.0
S008,S013,8054.4965810064405,112.67880359179844,31.87880359179843,383.5788035917984,270.9,351.7,333.5788035917984,12c810a78ce49855,30.0
S008,S014,10974.395263997652,318.5530344818184,238.45303448181835,589.4530344818183,270.9,351.0,539.4530344818183,12c810a78ce49855,30.0
S008,S015,3929.080891824755,435.394221040798,231.794221040798,706.294221040798,270.9,474.5,656.294221040798,12c810a78ce49855,30.0
S009,O01,5705.085841236042,62.49346808897758,164.7934680889776,292.4934680889776,230.0,127.7,242.49346808897758,12c810a78ce49855,30.0
S009,S001,2651.2109958395563,62.761253760737304,108.7612537607373,292.7612537607373,230.0,184.0,242.7612537607373,12c810a78ce49855,30.0
S009,S002,1724.5620876660555,96.2345452295416,106.7345452295416,326.2345452295416,230.0,219.5,276.2345452295416,12c810a78ce49855,30.0
S009,S003,8897.990523708319,359.5316347005571,251.0316347005571,589.5316347005571,230.0,338.5,539.5316347005571,12c810a78ce49855,30.0
S009,S004,2985.2541124365835,94.84717204149689,96.54717204149688,324.8471720414969,230.0,228.3,274.8471720414969,12c810a78ce49855,30.0
S009,S005,2650.2172761960574,131.26334530161398,166.26334530161398,361.263345301614,230.0,195.0,311.263345301614,12c810a78ce49855,30.0
S009,S006,7668.781985188515,158.43562396024993,73.63562396024992,388.4356239602499,230.0,314.8,338.4356239602499,12c810a78ce49855,30.0
S009,S007,6907.78469625147,238.05224665525844,119.55224665525844,468.05224665525844,230.0,348.5,418.05224665525844,12c810a78ce49855,30.0
S009,S008,5018.974714723872,152.97718198995346,112.07718198995349,382.97718198995346,230.0,270.9,332.97718198995346,12c810a78ce49855,30.0
S009,S010,4564.098742703031,251.83741756001416,130.23741756001414,481.83741756001416,230.0,351.6,431.83741756001416,12c810a78ce49855,30.0
S009,S011,4325.1895880567445,83.11488452975459,101.0148845297546,313.1148845297546,230.0,212.1,263.1148845297546,12c810a78ce49855,30.0
S009,S012,2973.014241635118,127.50444052080377,77.70444052080376,357.50444052080377,230.0,279.8,307.50444052080377,12c810a78ce49855,30.0
S009,S013,3211.158815001523,142.2543553916413,20.55435539164131,372.2543553916413,230.0,351.7,322.2543553916413,12c810a78ce49855,30.0
S009,S014,6315.349625032977,315.17927608746436,194.17927608746436,545.1792760874644,230.0,351.0,495.17927608746436,12c810a78ce49855,30.0
S009,S015,6363.283049749708,351.58596321877496,107.08596321877496,581.585963218775,230.0,474.5,531.585963218775,12c810a78ce49855,30.0
S010,O01,4783.614271385789,81.12343145580536,305.0234314558054,432.7234314558054,351.6,127.7,382.7234314558054,12c810a78ce49855,30.0
S010,S001,3709.5778569679355,76.89851484652723,244.49851484652726,428.49851484652726,351.6,184.0,378.49851484652726,12c810a78ce49855,30.0
S010,S002,5917.050222368955,140.70400057846638,272.8040005784664,492.3040005784664,351.6,219.5,442.3040005784664,12c810a78ce49855,30.0
S010,S003,11223.486063084903,161.57832776086627,174.6783277608663,513.1783277608663,351.6,338.5,463.17832776086624,12c810a78ce49855,30.0
S010,S004,7545.316864450818,128.87552459611936,252.17552459611937,480.4755245961194,351.6,228.3,430.4755245961194,12c810a78ce49855,30.0
S010,S005,6361.278557602677,107.78867232777759,264.3886723277776,459.3886723277776,351.6,195.0,409.3886723277776,12c810a78ce49855,30.0
S010,S006,7919.750510344055,80.80072972640073,117.60072972640074,432.40072972640075,351.6,314.8,382.40072972640075,12c810a78ce49855,30.0
S010,S007,8598.949947079225,85.4251739962578,88.52517399625782,437.0251739962578,351.6,348.5,387.0251739962578,12c810a78ce49855,30.0
S010,S008,9293.254582419706,112.9276840303445,193.62768403034454,464.5276840303445,351.6,270.9,414.5276840303445,12c810a78ce49855,30.0
S010,S009,4564.098742703031,130.23741756001414,251.83741756001416,481.83741756001416,351.6,230.0,431.83741756001416,12c810a78ce49855,30.0
S010,S011,5872.942810452197,83.89096710122499,223.39096710122502,435.490967101225,351.6,212.1,385.490967101225,12c810a78ce49855,30.0
S010,S012,3951.0026281221612,121.55427635719661,193.35427635719662,473.15427635719664,351.6,279.8,423.15427635719664,12c810a78ce49855,30.0
S010,S013,1378.6563599793044,147.36671645843666,147.2667164584367,498.9667164584367,351.6,351.7,448.9667164584367,12c810a78ce49855,30.0
S010,S014,1753.1242977678367,185.97359374016298,186.573593740163,537.573593740163,351.6,351.0,487.57359374016295,12c810a78ce49855,30.0
S010,S015,9195.693357801976,261.2302412169373,138.33024121693734,612.8302412169373,351.6,474.5,562.8302412169373,12c810a78ce49855,30.0
S011,O01,2808.018086190848,81.02100558840183,165.42100558840184,293.12100558840183,212.1,127.7,243.12100558840183,12c810a78ce49855,30.0
S011,S001,2353.956482896794,65.24599160386956,93.34599160386955,277.34599160386955,212.1,184.0,227.34599160386955,12c810a78ce49855,30.0
S011,S002,5781.875366799586,147.85405617945028,140.45405617945028,359.9540561794503,212.1,219.5,309.9540561794503,12c810a78ce49855,30.0
S011,S003,5356.4441824098285,319.80973749820305,193.40973749820307,531.9097374982031,212.1,338.5,481.90973749820307,12c810a78ce49855,30.0
S011,S004,5403.790999637765,148.7691862257208,132.56918622572078,360.8691862257208,212.1,228.3,310.8691862257208,12c810a78ce49855,30.0
S011,S005,2802.7176633257823,133.7906648416322,150.8906648416322,345.8906648416322,212.1,195.0,295.8906648416322,12c810a78ce49855,30.0
S011,S006,3409.5270226706816,184.33358997357985,81.63358997357983,396.43358997357984,212.1,314.8,346.43358997357984,12c810a78ce49855,30.0
S011,S007,2833.822140970494,224.38816875039723,87.98816875039722,436.4881687503972,212.1,348.5,386.4881687503972,12c810a78ce49855,30.0
S011,S008,5327.214782863093,197.07043655389393,138.27043655389394,409.1704365538939,212.1,270.9,359.1704365538939,12c810a78ce49855,30.0
S011,S009,4325.1895880567445,101.0148845297546,83.11488452975459,313.1148845297546,212.1,230.0,263.1148845297546,12c810a78ce49855,30.0
S011,S010,5872.942810452197,223.39096710122502,83.89096710122499,435.490967101225,212.1,351.6,385.490967101225,12c810a78ce49855,30.0
S011,S012,6903.6160913592585,204.68799652903286,136.98799652903284,416.78799652903285,212.1,279.8,366.78799652903285,12c810a78ce49855,30.0
S011,S013,5232.850178279872,166.32230663666027,26.722306636660278,378.42230663666027,212.1,351.7,328.42230663666027,12c810a78ce49855,30.0
S011,S014,7126.762232094454,402.23648549483516,263.3364854948352,614.3364854948352,212.1,351.0,564.3364854948352,12c810a78ce49855,30.0
S011,S015,3461.1978203748004,374.5262627450951,112.12626274509512,586.6262627450951,212.1,474.5,536.6262627450951,12c810a78ce49855,30.0
S012,O01,7390.233596672998,133.58398101272138,285.6839810127214,413.3839810127214,279.8,127.7,363.3839810127214,12c810a78ce49855,30.0
S012,S001,4697.772277031647,153.06880377259995,248.86880377259996,432.86880377259996,279.8,184.0,382.86880377259996,12c810a78ce49855,30.0
S012,S002,3071.6048823538326,124.8592190529227,185.1592190529227,404.6592190529227,279.8,219.5,354.6592190529227,12c810a78ce49855,30.0
S012,S003,11817.53950266204,316.4406512547567,257.7406512547567,596.2406512547567,279.8,338.5,546.2406512547567,12c810a78ce49855,30.0
S012,S004,5285.880415310414,77.48979163211749,128.9897916321175,357.2897916321175,279.8,228.3,307.2897916321175,12c810a78ce49855,30.0
S012,S005,5623.22145426887,83.06312435826192,167.86312435826193,362.8631243582619,279.8,195.0,312.8631243582619,12c810a78ce49855,30.0
S012,S006,9989.28501748707,153.1662592201953,118.16625922019529,432.9662592201953,279.8,314.8,382.9662592201953,12c810a78ce49855,30.0
S012,S007,9663.32366199874,175.1520425019275,106.45204250192751,454.9520425019275,279.8,348.5,404.9520425019275,12c810a78ce49855,30.0
S012,S008,7729.139533558727,77.2451099501082,86.14510995010824,357.0451099501082,279.8,270.9,307.0451099501082,12c810a78ce49855,30.0
S012,S009,2973.014241635118,77.70444052080376,127.50444052080377,357.50444052080377,279.8,230.0,307.50444052080377,12c810a78ce49855,30.0
S012,S010,3951.0026281221612,193.35427635719662,121.55427635719661,473.15427635719664,279.8,351.6,423.15427635719664,12c810a78ce49855,30.0
S012,S011,6903.6160913592585,136.98799652903284,204.68799652903286,416.78799652903285,279.8,212.1,366.78799652903285,12c810a78ce49855,30.0
S012,S013,2855.2272850640807,157.54514589949474,85.64514589949476,437.34514589949475,279.8,351.7,387.34514589949475,12c810a78ce49855,30.0
S012,S014,5454.851180494418,247.36840839078485,176.16840839078486,527.1684083907849,279.8,351.0,477.1684083907848,12c810a78ce49855,30.0
S012,S015,9318.387588833972,304.7620583512625,110.06205835126252,584.5620583512625,279.8,474.5,534.5620583512625,12c810a78ce49855,30.0
S013,O01,4848.698667695701,43.65321883466311,267.6532188346631,395.3532188346631,351.7,127.7,345.3532188346631,12c810a78ce49855,30.0
S013,S001,2898.649980306996,24.829938430170785,192.52993843017077,376.5299384301708,351.7,184.0,326.5299384301708,12c810a78ce49855,30.0
S013,S002,4540.1559075934465,24.086390658266623,156.2863906582666,375.7863906582666,351.7,219.5,325.7863906582666,12c810a78ce49855,30.0
S013,S003,10557.184998169134,201.0125626813279,214.21256268132788,552.7125626813279,351.7,338.5,502.7125626813278,12c810a78ce49855,30.0
S013,S004,6196.408600793383,20.55435539164131,143.9543553916413,372.2543553916413,351.7,228.3,322.2543553916413,12c810a78ce49855,30.0
S013,S005,5214.572622227073,20.55435539164131,177.2543553916413,372.2543553916413,351.7,195.0,322.2543553916413,12c810a78ce49855,30.0
S013,S006,7781.609796769484,38.7194060869233,75.61940608692328,390.4194060869233,351.7,314.8,340.4194060869233,12c810a78ce49855,30.0
S013,S007,8054.372054738319,78.00685454127432,81.20685454127431,429.7068545412743,351.7,348.5,379.7068545412743,12c810a78ce49855,30.0
