架次编号,时刻（s）,阶段,状态
T01,2203.9,climb,直连
T01,2204.15,climb,直连
T01,2204.4,climb,直连
T01,2204.649,climb,直连
T01,2204.899,climb,直连
T01,2205.149,climb,直连
T01,2205.399,climb,直连
T01,2205.649,climb,直连
T01,2205.899,climb,直连
T01,2206.148,climb,直连
T01,2206.398,climb,直连
T01,2206.648,climb,直连
T01,2206.898,climb,直连
T01,2207.148,climb,直连
T01,2207.397,climb,直连
T01,2207.647,climb,直连
T01,2207.897,climb,直连
T01,2208.147,climb,直连
T01,2208.397,climb,直连
T01,2208.646,climb,直连
T01,2208.896,climb,直连
T01,2209.146,climb,直连
T01,2209.396,climb,直连
T01,2209.646,climb,直连
T01,2209.896,climb,直连
T01,2210.145,climb,直连
T01,2210.395,climb,直连
T01,2210.645,climb,直连
T01,2210.895,climb,直连
T01,2211.145,climb,直连
T01,2211.394,climb,直连
T01,2211.644,climb,直连
T01,2211.894,climb,直连
T01,2212.144,climb,直连
T01,2212.394,climb,直连
T01,2212.644,climb,直连
T01,2212.893,climb,直连
T01,2213.143,climb,直连
T01,2213.393,climb,直连
T01,2213.643,climb,直连
T01,2213.893,climb,直连
T01,2214.142,climb,直连
T01,2214.392,climb,直连
T01,2214.642,climb,直连
T01,2214.892,climb,直连
T01,2215.142,climb,直连
T01,2215.391,climb,直连
T01,2215.641,climb,直连
T01,2215.891,climb,直连
T01,2216.141,climb,直连
T01,2216.391,climb,直连
T01,2216.641,climb,直连
T01,2216.89,climb,直连
T01,2217.14,climb,直连
T01,2217.39,climb,直连
T01,2217.64,climb,直连
T01,2217.89,climb,直连
T01,2218.139,climb,直连
T01,2218.389,climb,直连
T01,2218.639,climb,直连
T01,2218.889,climb,直连
T01,2219.139,climb,直连
T01,2219.388,climb,直连
T01,2219.638,climb,直连
T01,2219.888,climb,直连
T01,2220.138,climb,直连
T01,2220.388,climb,直连
T01,2220.638,climb,直连
T01,2220.887,climb,直连
T01,2221.137,climb,直连
T01,2221.387,climb,直连
T01,2221.637,climb,直连
T01,2221.887,climb,直连
T01,2222.136,climb,直连
T01,2222.386,climb,直连
T01,2222.636,climb,直连
T01,2222.886,climb,直连
T01,2223.136,climb,直连
T01,2223.386,climb,直连
T01,2223.635,climb,直连
T01,2223.885,climb,直连
T01,2224.135,climb,直连
T01,2224.385,climb,直连
T01,2224.635,climb,直连
T01,2224.884,climb,直连
T01,2225.134,climb,直连
T01,2225.384,climb,直连
T01,2225.634,climb,直连
T01,2225.884,climb,直连
T01,2226.133,climb,直连
T01,2226.383,climb,直连
T01,2226.633,climb,直连
T01,2226.883,climb,直连
T01,2227.133,climb,直连
T01,2227.383,climb,直连
T01,2227.632,climb,直连
T01,2227.882,climb,直连
T01,2228.132,climb,直连
T01,2228.382,climb,直连
T01,2228.632,climb,直连
T01,2228.881,climb,直连
T01,2229.131,climb,直连
T01,2229.381,climb,直连
T01,2229.631,climb,直连
T01,2229.881,climb,直连
T01,2230.131,climb,直连
T01,2230.38,climb,直连
T01,2230.63,climb,直连
T01,2230.88,climb,直连
T01,2231.13,climb,直连
T01,2231.38,climb,直连
T01,2231.629,climb,直连
T01,2231.879,climb,直连
T01,2232.129,climb,直连
T01,2232.379,climb,直连
T01,2232.629,climb,直连
T01,2232.878,climb,直连
T01,2233.128,climb,直连
T01,2233.378,climb,直连
T01,2233.628,climb,直连
T01,2233.878,climb,直连
T01,2234.128,climb,直连
T01,2234.377,climb,直连
T01,2234.627,climb,直连
T01,2234.877,climb,直连
T01,2235.127,climb,直连
T01,2235.377,climb,直连
T01,2235.626,climb,直连
T01,2235.876,climb,直连
T01,2236.126,climb,直连
T01,2236.376,climb,直连
T01,2236.626,climb,直连
T01,2236.876,climb,直连
T01,2237.125,climb,直连
T01,2237.375,climb,直连
T01,2237.625,climb,直连
T01,2237.875,climb,直连
T01,2238.125,climb,直连
T01,2238.374,climb,直连
T01,2238.624,climb,直连
T01,2238.874,climb,直连
T01,2239.124,climb,直连
T01,2239.374,climb,直连
T01,2239.623,climb,直连
T01,2239.873,climb,直连
T01,2240.123,climb,直连
T01,2240.373,climb,直连
T01,2240.623,climb,直连
T01,2240.873,climb,直连
T01,2241.122,climb,直连
T01,2241.372,climb,直连
T01,2241.622,climb,直连
T01,2241.872,climb,直连
T01,2242.122,climb,直连
T01,2242.371,climb,直连
T01,2242.621,climb,直连
T01,2242.871,climb,直连
T01,2243.121,climb,直连
T01,2243.371,climb,直连
T01,2243.62,climb,直连
T01,2243.87,climb,直连
T01,2244.12,climb,直连
T01,2244.37,climb,直连
T01,2244.62,climb,直连
T01,2244.87,climb,直连
T01,2245.119,climb,直连
T01,2245.369,climb,直连
T01,2245.619,climb,直连
T01,2245.869,climb,直连
T01,2246.119,climb,直连
T01,2246.368,climb,直连
T01,2246.618,climb,直连
T01,2246.868,climb,直连
T01,2247.118,climb,直连
T01,2247.368,climb,直连
T01,2247.618,climb,直连
T01,2247.867,climb,直连
T01,2248.117,climb,直连
T01,2248.367,climb,直连
T01,2248.617,climb,直连
T01,2248.867,climb,直连
T01,2249.116,climb,直连
T01,2249.366,climb,直连
T01,2249.616,climb,直连
T01,2249.866,climb,直连
T01,2250.116,climb,直连
T01,2250.365,climb,直连
T01,2250.615,climb,直连
T01,2250.865,climb,直连
T01,2251.115,climb,直连
T01,2251.365,climb,直连
T01,2251.615,climb,直连
T01,2251.864,climb,直连
T01,2252.114,climb,直连
T01,2252.364,climb,直连
T01,2252.614,climb,直连
T01,2252.864,climb,直连
T01,2253.113,climb,直连
T01,2253.363,climb,直连
T01,2253.613,climb,直连
T01,2253.863,climb,直连
T01,2254.113,climb,直连
T01,2254.363,climb,直连
T01,2254.612,climb,直连
T01,2254.862,climb,直连
T01,2255.112,climb,直连
T01,2255.362,climb,直连
T01,2255.612,climb,直连
T01,2255.861,climb,直连
T01,2256.111,climb,直连
T01,2256.361,climb,直连
T01,2256.611,climb,直连
T01,2256.861,climb,直连
T01,2257.11,climb,直连
T01,2257.36,climb,直连
T01,2257.61,climb,直连
T01,2257.86,climb,直连
T01,2258.11,climb,直连
T01,2258.36,climb,直连
T01,2258.609,climb,直连
T01,2258.859,climb,直连
T01,2259.109,climb,直连
T01,2259.359,climb,直连
T01,2259.609,climb,直连
T01,2259.858,climb,直连
T01,2260.108,climb,直连
T01,2260.358,climb,直连
T01,2260.608,climb,直连
T01,2260.858,climb,直连
T01,2261.108,climb,直连
T01,2261.357,climb,直连
T01,2261.607,climb,直连
T01,2261.857,climb,直连
T01,2262.107,climb,直连
T01,2262.357,climb,直连
T01,2262.606,climb,直连
T01,2262.856,climb,直连
T01,2263.106,climb,直连
T01,2263.356,climb,直连
T01,2263.606,climb,直连
T01,2263.855,climb,直连
T01,2264.105,climb,直连
T01,2264.355,climb,直连
T01,2264.605,climb,直连
T01,2264.855,climb,直连
T01,2265.105,climb,直连
T01,2265.354,climb,直连
T01,2265.604,climb,直连
T01,2265.854,climb,直连
T01,2266.104,climb,直连
T01,2266.354,climb,直连
T01,2266.603,climb,直连
T01,2266.853,climb,直连
T01,2267.103,climb,直连
T01,2267.353,climb,直连
T01,2267.603,climb,直连
T01,2267.852,climb,直连
T01,2268.102,climb,直连
T01,2268.352,climb,直连
T01,2268.602,climb,直连
T01,2268.852,climb,直连
T01,2269.102,climb,直连
T01,2269.351,climb,直连
T01,2269.601,climb,直连
T01,2269.851,climb,直连
T01,2270.101,climb,直连
T01,2270.351,climb,直连
T01,2270.6,climb,直连
T01,2270.85,climb,直连
T01,2271.1,climb,直连
T01,2271.35,climb,直连
T01,2271.6,climb,直连
T01,2271.85,climb,直连
T01,2272.099,climb,直连
T01,2272.349,climb,直连
T01,2272.599,climb,直连
T01,2272.849,climb,直连
T01,2273.099,climb,直连
T01,2273.348,climb,直连
T01,2273.598,climb,直连
T01,2273.848,climb,直连
T01,2274.098,climb,直连
T01,2274.348,climb,直连
T01,2274.597,climb,直连
T01,2274.847,climb,直连
T01,2275.097,climb,直连
T01,2275.347,climb,直连
T01,2275.597,climb,直连
T01,2275.847,climb,直连
T01,2276.096,climb,直连
T01,2276.346,climb,直连
T01,2276.596,climb,直连
T01,2276.846,climb,直连
T01,2277.096,climb,直连
T01,2277.345,climb,直连
T01,2277.595,climb,直连
T01,2277.845,climb,直连
T01,2278.095,climb,直连
T01,2278.345,climb,直连
T01,2278.595,climb,直连
T01,2278.844,climb,直连
T01,2279.094,climb,直连
T01,2279.344,climb,直连
T01,2279.594,climb,直连
T01,2279.844,climb,直连
T01,2280.093,climb,直连
T01,2280.343,climb,直连
T01,2280.593,climb,直连
T01,2280.843,climb,直连
T01,2281.093,climb,直连
T01,2281.342,climb,直连
T01,2281.592,climb,直连
T01,2281.842,climb,直连
T01,2282.092,climb,直连
T01,2282.342,climb,直连
T01,2282.592,climb,直连
T01,2282.841,climb,直连
T01,2283.091,climb,直连
T01,2283.341,climb,直连
T01,2283.591,climb,直连
T01,2283.841,climb,直连
T01,2284.09,climb,直连
T01,2284.34,climb,直连
T01,2284.59,climb,直连
T01,2284.84,climb,直连
T01,2285.09,climb,直连
T01,2285.34,climb,直连
T01,2285.589,climb,直连
T01,2285.839,climb,直连
T01,2286.089,climb,直连
T01,2286.339,climb,直连
T01,2286.589,climb,直连
T01,2286.838,climb,直连
T01,2287.088,climb,直连
T01,2287.338,climb,直连
T01,2287.588,climb,直连
T01,2287.838,climb,直连
T01,2288.087,climb,直连
T01,2288.337,climb,直连
T01,2288.587,climb,直连
T01,2288.837,climb,直连
T01,2289.087,climb,直连
T01,2289.337,climb,直连
T01,2289.586,climb,直连
T01,2289.836,climb,直连
T01,2290.086,climb,直连
T01,2290.336,climb,直连
T01,2290.586,climb,直连
T01,2290.835,climb,直连
T01,2291.085,climb,直连
T01,2291.335,climb,直连
T01,2291.585,climb,直连
T01,2291.835,climb,直连
T01,2292.084,climb,直连
T01,2292.334,climb,直连
T01,2292.584,climb,直连
T01,2292.834,climb,直连
T01,2293.084,climb,直连
T01,2293.334,climb,直连
T01,2293.583,climb,直连
T01,2293.833,climb,直连
T01,2294.083,climb,直连
T01,2294.333,climb,直连
T01,2294.583,climb,直连
T01,2294.832,climb,直连
T01,2295.082,climb,直连
T01,2295.332,climb,直连
T01,2295.582,climb,直连
T01,2295.832,climb,直连
T01,2296.082,climb,直连
T01,2296.331,climb,直连
T01,2296.581,climb,直连
T01,2296.831,climb,直连
T01,2297.081,climb,直连
T01,2297.331,climb,直连
T01,2297.58,climb,直连
T01,2297.83,climb,直连
T01,2298.08,climb,直连
T01,2298.33,climb,直连
T01,2298.58,climb,直连
T01,2298.829,climb,直连
T01,2299.079,climb,直连
T01,2299.329,climb,直连
T01,2299.579,climb,直连
T01,2299.829,climb,直连
T01,2300.079,climb,直连
T01,2300.328,climb,直连
T01,2300.578,climb,直连
T01,2300.828,climb,直连
T01,2301.078,climb,直连
T01,2301.328,climb,直连
T01,2301.577,climb,直连
T01,2301.827,climb,直连
T01,2302.077,climb,直连
T01,2302.327,climb,直连
T01,2302.577,climb,直连
T01,2302.827,climb,直连
T01,2303.076,climb,直连
T01,2303.326,climb,直连
T01,2303.576,climb,直连
T01,2303.826,climb,直连
T01,2304.076,climb,直连
T01,2304.325,climb,直连
T01,2304.575,climb,直连
T01,2304.825,climb,直连
T01,2305.075,climb,直连
T01,2305.325,climb,直连
T01,2305.574,climb,直连
T01,2305.574,cruise,直连
T01,2305.824,cruise,直连
T01,2306.074,cruise,直连
T01,2306.324,cruise,直连
T01,2306.574,cruise,直连
T01,2306.824,cruise,直连
T01,2307.074,cruise,直连
T01,2307.324,cruise,直连
T01,2307.574,cruise,直连
T01,2307.824,cruise,直连
T01,2308.074,cruise,直连
T01,2308.324,cruise,直连
T01,2308.574,cruise,直连
T01,2308.824,cruise,直连
T01,2309.073,cruise,直连
T01,2309.323,cruise,直连
T01,2309.573,cruise,直连
T01,2309.823,cruise,直连
T01,2310.073,cruise,直连
T01,2310.323,cruise,直连
T01,2310.573,cruise,直连
T01,2310.823,cruise,直连
T01,2311.073,cruise,直连
T01,2311.323,cruise,直连
T01,2311.573,cruise,直连
T01,2311.823,cruise,直连
T01,2312.073,cruise,直连
T01,2312.323,cruise,直连
T01,2312.572,cruise,直连
T01,2312.822,cruise,直连
T01,2313.072,cruise,直连
T01,2313.322,cruise,直连
T01,2313.572,cruise,直连
T01,2313.822,cruise,直连
T01,2314.072,cruise,直连
T01,2314.322,cruise,直连
T01,2314.572,cruise,直连
T01,2314.822,cruise,直连
T01,2315.072,cruise,直连
T01,2315.322,cruise,直连
T01,2315.572,cruise,直连
T01,2315.822,cruise,直连
T01,2316.071,cruise,直连
T01,2316.321,cruise,直连
T01,2316.571,cruise,直连
T01,2316.821,cruise,直连
T01,2317.071,cruise,直连
T01,2317.321,cruise,直连
T01,2317.571,cruise,直连
T01,2317.821,cruise,直连
T01,2318.071,cruise,直连
T01,2318.321,cruise,直连
T01,2318.571,cruise,直连
T01,2318.821,cruise,直连
T01,2319.071,cruise,直连
T01,2319.32,cruise,直连
T01,2319.57,cruise,直连
T01,2319.82,cruise,直连
T01,2320.07,cruise,直连
T01,2320.32,cruise,直连
T01,2320.57,cruise,直连
T01,2320.82,cruise,直连
T01,2321.07,cruise,直连
T01,2321.32,cruise,直连
T01,2321.57,cruise,直连
T01,2321.82,cruise,直连
T01,2322.07,cruise,直连
T01,2322.32,cruise,直连
T01,2322.57,cruise,直连
T01,2322.819,cruise,直连
T01,2323.069,cruise,直连
T01,2323.319,cruise,直连
T01,2323.569,cruise,直连
T01,2323.819,cruise,直连
T01,2324.069,cruise,直连
T01,2324.319,cruise,直连
T01,2324.569,cruise,直连
T01,2324.819,cruise,直连
T01,2325.069,cruise,直连
T01,2325.319,cruise,直连
T01,2325.569,cruise,直连
T01,2325.819,cruise,直连
T01,2326.069,cruise,直连
T01,2326.318,cruise,直连
T01,2326.568,cruise,直连
T01,2326.818,cruise,直连
T01,2327.068,cruise,直连
T01,2327.318,cruise,直连
T01,2327.568,cruise,直连
T01,2327.818,cruise,直连
T01,2328.068,cruise,直连
T01,2328.318,cruise,直连
T01,2328.568,cruise,直连
T01,2328.818,cruise,直连
T01,2329.068,cruise,直连
T01,2329.318,cruise,直连
T01,2329.568,cruise,直连
T01,2329.817,cruise,直连
T01,2330.067,cruise,直连
T01,2330.317,cruise,直连
T01,2330.567,cruise,直连
T01,2330.817,cruise,直连
T01,2331.067,cruise,直连
T01,2331.317,cruise,直连
T01,2331.567,cruise,直连
T01,2331.817,cruise,直连
T01,2332.067,cruise,直连
T01,2332.317,cruise,直连
T01,2332.567,cruise,直连
T01,2332.817,cruise,直连
T01,2333.067,cruise,直连
T01,2333.316,cruise,直连
T01,2333.566,cruise,直连
T01,2333.816,cruise,直连
T01,2334.066,cruise,直连
T01,2334.316,cruise,直连
T01,2334.566,cruise,直连
T01,2334.816,cruise,直连
T01,2335.066,cruise,直连
T01,2335.316,cruise,直连
T01,2335.566,cruise,直连
T01,2335.816,cruise,直连
T01,2336.066,cruise,直连
T01,2336.316,cruise,直连
T01,2336.565,cruise,直连
T01,2336.815,cruise,直连
T01,2337.065,cruise,直连
T01,2337.315,cruise,直连
T01,2337.565,cruise,直连
T01,2337.815,cruise,直连
T01,2338.065,cruise,直连
T01,2338.315,cruise,直连
T01,2338.565,cruise,直连
T01,2338.815,cruise,直连
T01,2339.065,cruise,直连
T01,2339.315,cruise,直连
T01,2339.565,cruise,直连
T01,2339.815,cruise,直连
T01,2340.064,cruise,直连
T01,2340.314,cruise,直连
T01,2340.564,cruise,直连
T01,2340.814,cruise,直连
T01,2341.064,cruise,直连
T01,2341.314,cruise,直连
T01,2341.564,cruise,直连
T01,2341.814,cruise,直连
T01,2342.064,cruise,直连
T01,2342.314,cruise,直连
T01,2342.564,cruise,直连
T01,2342.814,cruise,直连
T01,2343.064,cruise,直连
T01,2343.314,cruise,直连
T01,2343.563,cruise,直连
T01,2343.813,cruise,直连
T01,2344.063,cruise,直连
T01,2344.313,cruise,直连
T01,2344.563,cruise,直连
T01,2344.813,cruise,直连
T01,2345.063,cruise,直连
T01,2345.313,cruise,直连
T01,2345.563,cruise,直连
T01,2345.813,cruise,直连
T01,2346.063,cruise,直连
T01,2346.313,cruise,直连
T01,2346.563,cruise,直连
T01,2346.813,cruise,直连
T01,2347.062,cruise,直连
T01,2347.312,cruise,直连
T01,2347.562,cruise,直连
T01,2347.812,cruise,直连
T01,2348.062,cruise,直连
T01,2348.312,cruise,直连
T01,2348.562,cruise,直连
T01,2348.812,cruise,直连
T01,2349.062,cruise,直连
T01,2349.312,cruise,直连
T01,2349.562,cruise,直连
T01,2349.812,cruise,直连
T01,2350.062,cruise,直连
T01,2350.312,cruise,直连
T01,2350.561,cruise,直连
T01,2350.811,cruise,直连
T01,2351.061,cruise,直连
T01,2351.311,cruise,直连
T01,2351.561,cruise,直连
T01,2351.811,cruise,直连
T01,2352.061,cruise,直连
T01,2352.311,cruise,直连
T01,2352.561,cruise,直连
T01,2352.811,cruise,直连
T01,2353.061,cruise,直连
T01,2353.311,cruise,直连
T01,2353.561,cruise,直连
T01,2353.811,cruise,直连
T01,2354.06,cruise,直连
T01,2354.31,cruise,直连
T01,2354.56,cruise,直连
T01,2354.81,cruise,直连
T01,2355.06,cruise,直连
T01,2355.31,cruise,直连
T01,2355.56,cruise,直连
T01,2355.81,cruise,直连
T01,2356.06,cruise,直连
T01,2356.31,cruise,直连
T01,2356.56,cruise,直连
T01,2356.81,cruise,直连
T01,2357.06,cruise,直连
T01,2357.309,cruise,直连
T01,2357.559,cruise,直连
T01,2357.809,cruise,直连
T01,2358.059,cruise,直连
T01,2358.309,cruise,直连
T01,2358.559,cruise,直连
T01,2358.809,cruise,直连
T01,2359.059,cruise,直连
T01,2359.309,cruise,直连
T01,2359.559,cruise,直连
T01,2359.809,cruise,直连
T01,2360.059,cruise,直连
T01,2360.309,cruise,直连
T01,2360.559,cruise,直连
T01,2360.808,cruise,直连
T01,2361.058,cruise,直连
T01,2361.308,cruise,直连
T01,2361.558,cruise,直连
T01,2361.808,cruise,直连
T01,2362.058,cruise,直连
T01,2362.308,cruise,直连
T01,2362.558,cruise,直连
T01,2362.808,cruise,直连
T01,2363.058,cruise,直连
T01,2363.308,cruise,直连
T01,2363.558,cruise,直连
T01,2363.808,cruise,直连
T01,2364.058,cruise,直连
T01,2364.307,cruise,直连
T01,2364.557,cruise,直连
T01,2364.807,cruise,直连
T01,2365.057,cruise,直连
T01,2365.307,cruise,直连
T01,2365.557,cruise,直连
T01,2365.807,cruise,直连
T01,2366.057,cruise,直连
T01,2366.307,cruise,直连
T01,2366.557,cruise,直连
T01,2366.807,cruise,直连
T01,2367.057,cruise,直连
T01,2367.307,cruise,直连
T01,2367.557,cruise,直连
T01,2367.806,cruise,直连
T01,2368.056,cruise,直连
T01,2368.306,cruise,直连
T01,2368.556,cruise,直连
T01,2368.806,cruise,直连
T01,2369.056,cruise,直连
T01,2369.306,cruise,直连
T01,2369.556,cruise,直连
T01,2369.806,cruise,直连
T01,2370.056,cruise,直连
T01,2370.306,cruise,直连
T01,2370.556,cruise,直连
T01,2370.806,cruise,直连
T01,2371.056,cruise,直连
T01,2371.305,cruise,直连
T01,2371.555,cruise,直连
T01,2371.805,cruise,直连
T01,2372.055,cruise,直连
T01,2372.305,cruise,直连
T01,2372.555,cruise,直连
T01,2372.805,cruise,直连
T01,2373.055,cruise,直连
T01,2373.305,cruise,直连
T01,2373.555,cruise,直连
T01,2373.805,cruise,直连
T01,2374.055,cruise,直连
T01,2374.305,cruise,直连
T01,2374.554,cruise,直连
T01,2374.804,cruise,直连
T01,2375.054,cruise,直连
T01,2375.304,cruise,直连
T01,2375.554,cruise,直连
T01,2375.804,cruise,直连
T01,2376.054,cruise,直连
T01,2376.304,cruise,直连
T01,2376.554,cruise,直连
T01,2376.804,cruise,直连
T01,2377.054,cruise,直连
T01,2377.304,cruise,直连
T01,2377.554,cruise,直连
T01,2377.804,cruise,直连
T01,2378.053,cruise,直连
T01,2378.303,cruise,直连
T01,2378.553,cruise,直连
T01,2378.803,cruise,直连
T01,2379.053,cruise,直连
T01,2379.303,cruise,直连
T01,2379.553,cruise,直连
T01,2379.803,cruise,直连
T01,2380.053,cruise,直连
T01,2380.303,cruise,直连
T01,2380.553,cruise,直连
T01,2380.803,cruise,直连
T01,2381.053,cruise,直连
T01,2381.303,cruise,直连
T01,2381.552,cruise,直连
T01,2381.802,cruise,直连
T01,2382.052,cruise,直连
T01,2382.302,cruise,直连
T01,2382.552,cruise,直连
T01,2382.802,cruise,直连
T01,2383.052,cruise,直连
T01,2383.302,cruise,直连
T01,2383.552,cruise,直连
T01,2383.802,cruise,直连
T01,2384.052,cruise,直连
T01,2384.302,cruise,直连
T01,2384.552,cruise,直连
T01,2384.802,cruise,直连
T01,2385.051,cruise,直连
T01,2385.301,cruise,直连
T01,2385.551,cruise,直连
T01,2385.801,cruise,直连
T01,2386.051,cruise,直连
T01,2386.301,cruise,直连
T01,2386.551,cruise,直连
T01,2386.801,cruise,直连
T01,2387.051,cruise,直连
T01,2387.301,cruise,直连
T01,2387.551,cruise,直连
T01,2387.801,cruise,直连
T01,2388.051,cruise,直连
T01,2388.301,cruise,直连
T01,2388.55,cruise,直连
T01,2388.8,cruise,直连
T01,2389.05,cruise,直连
T01,2389.3,cruise,直连
T01,2389.55,cruise,直连
T01,2389.8,cruise,直连
T01,2390.05,cruise,直连
T01,2390.3,cruise,直连
T01,2390.55,cruise,直连
T01,2390.8,cruise,直连
T01,2391.05,cruise,直连
T01,2391.3,cruise,直连
T01,2391.55,cruise,直连
T01,2391.799,cruise,直连
T01,2392.049,cruise,直连
T01,2392.299,cruise,直连
T01,2392.549,cruise,直连
T01,2392.799,cruise,直连
T01,2393.049,cruise,直连
T01,2393.299,cruise,直连
T01,2393.549,cruise,直连
T01,2393.799,cruise,直连
T01,2394.049,cruise,直连
T01,2394.299,cruise,直连
T01,2394.549,cruise,直连
T01,2394.799,cruise,直连
T01,2395.049,cruise,直连
T01,2395.298,cruise,直连
T01,2395.548,cruise,直连
T01,2395.798,cruise,直连
T01,2396.048,cruise,直连
T01,2396.298,cruise,直连
T01,2396.548,cruise,直连
T01,2396.798,cruise,直连
T01,2397.048,cruise,直连
T01,2397.298,cruise,直连
T01,2397.548,cruise,直连
T01,2397.798,cruise,直连
T01,2398.048,cruise,直连
T01,2398.298,cruise,直连
T01,2398.548,cruise,直连
T01,2398.797,cruise,直连
T01,2399.047,cruise,直连
T01,2399.297,cruise,直连
T01,2399.547,cruise,直连
T01,2399.797,cruise,直连
T01,2400.047,cruise,直连
T01,2400.297,cruise,直连
T01,2400.547,cruise,直连
T01,2400.797,cruise,直连
T01,2401.047,cruise,直连
T01,2401.297,cruise,直连
T01,2401.547,cruise,直连
T01,2401.797,cruise,直连
T01,2402.047,cruise,直连
T01,2402.296,cruise,直连
T01,2402.546,cruise,直连
T01,2402.796,cruise,直连
T01,2403.046,cruise,直连
T01,2403.296,cruise,直连
T01,2403.546,cruise,直连
T01,2403.796,cruise,直连
T01,2404.046,cruise,直连
T01,2404.296,cruise,直连
T01,2404.546,cruise,直连
T01,2404.796,cruise,直连
T01,2405.046,cruise,直连
T01,2405.296,cruise,直连
T01,2405.546,cruise,直连
T01,2405.795,cruise,直连
T01,2406.045,cruise,直连
T01,2406.295,cruise,直连
T01,2406.545,cruise,直连
T01,2406.795,cruise,直连
T01,2407.045,cruise,直连
T01,2407.295,cruise,直连
T01,2407.545,cruise,直连
T01,2407.795,cruise,直连
T01,2408.045,cruise,直连
T01,2408.295,cruise,直连
T01,2408.545,cruise,直连
T01,2408.795,cruise,直连
T01,2409.045,cruise,直连
T01,2409.294,cruise,直连
T01,2409.544,cruise,直连
T01,2409.794,cruise,直连
T01,2410.044,cruise,直连
T01,2410.294,cruise,直连
T01,2410.544,cruise,直连
T01,2410.794,cruise,直连
T01,2411.044,cruise,直连
T01,2411.294,cruise,直连
T01,2411.544,cruise,直连
T01,2411.794,cruise,直连
T01,2412.044,cruise,直连
T01,2412.294,cruise,直连
T01,2412.543,cruise,直连
T01,2412.793,cruise,直连
T01,2413.043,cruise,直连
T01,2413.293,cruise,直连
T01,2413.543,cruise,直连
T01,2413.793,cruise,直连
T01,2414.043,cruise,直连
T01,2414.293,cruise,直连
T01,2414.543,cruise,直连
T01,2414.793,cruise,直连
T01,2415.043,cruise,直连
T01,2415.293,cruise,直连
T01,2415.543,cruise,直连
T01,2415.793,cruise,直连
T01,2416.042,cruise,直连
T01,2416.292,cruise,直连
T01,2416.542,cruise,直连
T01,2416.792,cruise,直连
T01,2417.042,cruise,直连
T01,2417.292,cruise,直连
T01,2417.542,cruise,直连
T01,2417.792,cruise,直连
T01,2418.042,cruise,直连
T01,2418.292,cruise,直连
T01,2418.542,cruise,直连
T01,2418.792,cruise,直连
T01,2419.042,cruise,直连
T01,2419.292,cruise,直连
T01,2419.541,cruise,直连
T01,2419.791,cruise,直连
T01,2420.041,cruise,直连
T01,2420.291,cruise,直连
T01,2420.541,cruise,直连
T01,2420.791,cruise,直连
T01,2421.041,cruise,直连
T01,2421.291,cruise,直连
T01,2421.541,cruise,直连
T01,2421.791,cruise,直连
T01,2422.041,cruise,直连
T01,2422.291,cruise,直连
T01,2422.541,cruise,直连
T01,2422.791,cruise,直连
T01,2423.04,cruise,直连
T01,2423.29,cruise,直连
T01,2423.54,cruise,直连
T01,2423.79,cruise,直连
T01,2424.04,cruise,直连
T01,2424.29,cruise,直连
T01,2424.54,cruise,直连
T01,2424.79,cruise,直连
T01,2425.04,cruise,直连
T01,2425.29,cruise,直连
T01,2425.54,cruise,直连
T01,2425.79,cruise,直连
T01,2426.04,cruise,直连
T01,2426.29,cruise,直连
T01,2426.539,cruise,直连
T01,2426.789,cruise,直连
T01,2427.039,cruise,直连
T01,2427.289,cruise,直连
T01,2427.539,cruise,直连
T01,2427.789,cruise,直连
T01,2428.039,cruise,直连
T01,2428.289,cruise,直连
T01,2428.539,cruise,直连
T01,2428.789,cruise,直连
T01,2429.039,cruise,直连
T01,2429.289,cruise,直连
T01,2429.539,cruise,直连
T01,2429.788,cruise,直连
T01,2430.038,cruise,直连
T01,2430.288,cruise,直连
T01,2430.538,cruise,直连
T01,2430.788,cruise,直连
T01,2431.038,cruise,直连
T01,2431.288,cruise,直连
T01,2431.538,cruise,直连
T01,2431.788,cruise,直连
T01,2432.038,cruise,直连
T01,2432.288,cruise,直连
T01,2432.538,cruise,直连
T01,2432.788,cruise,直连
T01,2433.038,cruise,直连
T01,2433.287,cruise,直连
T01,2433.537,cruise,直连
T01,2433.787,cruise,直连
T01,2434.037,cruise,直连
T01,2434.287,cruise,直连
T01,2434.537,cruise,直连
T01,2434.787,cruise,直连
T01,2435.037,cruise,直连
T01,2435.287,cruise,直连
T01,2435.537,cruise,直连
T01,2435.787,cruise,直连
T01,2436.037,cruise,直连
T01,2436.287,cruise,直连
T01,2436.537,cruise,直连
T01,2436.786,cruise,直连
T01,2437.036,cruise,直连
T01,2437.286,cruise,直连
T01,2437.536,cruise,直连
T01,2437.786,cruise,直连
T01,2438.036,cruise,直连
T01,2438.286,cruise,直连
T01,2438.536,cruise,直连
T01,2438.786,cruise,直连
T01,2439.036,cruise,直连
T01,2439.286,cruise,直连
T01,2439.536,cruise,直连
T01,2439.786,cruise,直连
T01,2440.036,cruise,直连
T01,2440.285,cruise,直连
T01,2440.535,cruise,直连
T01,2440.785,cruise,直连
T01,2441.035,cruise,直连
T01,2441.285,cruise,直连
T01,2441.535,cruise,直连
T01,2441.785,cruise,直连
T01,2442.035,cruise,直连
T01,2442.285,cruise,直连
T01,2442.535,cruise,直连
T01,2442.785,cruise,直连
T01,2443.035,cruise,直连
