架次编号,时刻（s）,阶段,状态
T03,2010.935,climb,直连
T03,2011.184,climb,直连
T03,2011.434,climb,直连
T03,2011.684,climb,直连
T03,2011.934,climb,直连
T03,2012.184,climb,直连
T03,2012.434,climb,直连
T03,2012.434,cruise,直连
T03,2012.684,cruise,直连
T03,2012.934,cruise,直连
T03,2013.184,cruise,直连
T03,2013.434,cruise,直连
T03,2013.684,cruise,直连
T03,2013.934,cruise,直连
T03,2014.184,cruise,直连
T03,2014.434,cruise,直连
T03,2014.683,cruise,直连
T03,2014.933,cruise,直连
T03,2015.183,cruise,直连
T03,2015.433,cruise,直连
T03,2015.683,cruise,直连
T03,2015.933,cruise,直连
T03,2016.183,cruise,直连
T03,2016.433,cruise,直连
T03,2016.683,cruise,直连
T03,2016.933,cruise,直连
T03,2017.183,cruise,直连
T03,2017.433,cruise,直连
T03,2017.682,cruise,直连
T03,2017.932,cruise,直连
T03,2018.182,cruise,直连
T03,2018.432,cruise,直连
T03,2018.682,cruise,直连
T03,2018.932,cruise,直连
T03,2019.182,cruise,直连
T03,2019.432,cruise,直连
T03,2019.682,cruise,直连
T03,2019.932,cruise,直连
T03,2020.182,cruise,直连
T03,2020.432,cruise,直连
T03,2020.681,cruise,直连
T03,2020.931,cruise,直连
T03,2021.181,cruise,直连
T03,2021.431,cruise,直连
T03,2021.681,cruise,直连
T03,2021.931,cruise,直连
T03,2022.181,cruise,直连
T03,2022.431,cruise,直连
T03,2022.681,cruise,直连
T03,2022.931,cruise,直连
T03,2023.181,cruise,直连
T03,2023.431,cruise,直连
T03,2023.68,cruise,直连
T03,2023.93,cruise,直连
T03,2024.18,cruise,直连
T03,2024.43,cruise,直连
T03,2024.68,cruise,直连
T03,2024.93,cruise,直连
T03,2025.18,cruise,直连
T03,2025.43,cruise,直连
T03,2025.68,cruise,直连
T03,2025.93,cruise,直连
T03,2026.18,cruise,直连
T03,2026.43,cruise,直连
T03,2026.679,cruise,直连
T03,2026.929,cruise,直连
T03,2027.179,cruise,直连
T03,2027.429,cruise,直连
T03,2027.679,cruise,直连
T03,2027.929,cruise,直连
T03,2028.179,cruise,直连
T03,2028.429,cruise,直连
T03,2028.679,cruise,直连
T03,2028.929,cruise,直连
T03,2029.179,cruise,直连
T03,2029.429,cruise,直连
T03,2029.678,cruise,直连
T03,2029.928,cruise,直连
T03,2030.178,cruise,直连
T03,2030.428,cruise,直连
T03,2030.678,cruise,直连
T03,2030.928,cruise,直连
T03,2031.178,cruise,直连
T03,2031.428,cruise,直连
T03,2031.678,cruise,直连
T03,2031.928,cruise,直连
T03,2032.178,cruise,直连
T03,2032.428,cruise,直连
T03,2032.677,cruise,直连
T03,2032.927,cruise,直连
T03,2033.177,cruise,直连
T03,2033.427,cruise,直连
T03,2033.677,cruise,直连
T03,2033.927,cruise,直连
T03,2034.177,cruise,直连
T03,2034.427,cruise,直连
T03,2034.677,cruise,直连
T03,2034.927,cruise,直连
T03,2035.177,cruise,直连
T03,2035.427,cruise,直连
T03,2035.676,cruise,直连
T03,2035.926,cruise,直连
T03,2036.176,cruise,直连
T03,2036.426,cruise,直连
T03,2036.676,cruise,直连
T03,2036.926,cruise,直连
T03,2037.176,cruise,直连
T03,2037.426,cruise,直连
T03,2037.676,cruise,直连
T03,2037.926,cruise,直连
T03,2038.176,cruise,直连
T03,2038.426,cruise,直连
T03,2038.676,cruise,直连
T03,2038.925,cruise,直连
T03,2039.175,cruise,直连
T03,2039.425,cruise,直连
T03,2039.675,cruise,直连
T03,2039.925,cruise,直连
T03,2040.175,cruise,直连
T03,2040.425,cruise,直连
T03,2040.675,cruise,直连
T03,2040.925,cruise,直连
T03,2041.175,cruise,直连
T03,2041.425,cruise,直连
T03,2041.675,cruise,直连
T03,2041.924,cruise,直连
T03,2042.174,cruise,直连
T03,2042.424,cruise,直连
T03,2042.674,cruise,直连
T03,2042.924,cruise,直连
T03,2043.174,cruise,直连
T03,2043.424,cruise,直连
T03,2043.674,cruise,直连
T03,2043.924,cruise,直连
T03,2044.174,cruise,直连
T03,2044.424,cruise,直连
T03,2044.674,cruise,直连
T03,2044.923,cruise,直连
T03,2045.173,cruise,直连
T03,2045.423,cruise,直连
T03,2045.673,cruise,直连
T03,2045.923,cruise,直连
T03,2046.173,cruise,直连
T03,2046.423,cruise,直连
T03,2046.673,cruise,直连
T03,2046.923,cruise,直连
T03,2047.173,cruise,直连
T03,2047.423,cruise,直连
T03,2047.673,cruise,直连
T03,2047.922,cruise,直连
T03,2048.172,cruise,直连
T03,2048.422,cruise,直连
T03,2048.672,cruise,直连
T03,2048.922,cruise,直连
T03,2049.172,cruise,直连
T03,2049.422,cruise,直连
T03,2049.672,cruise,直连
T03,2049.922,cruise,直连
T03,2050.172,cruise,直连
T03,2050.422,cruise,直连
T03,2050.672,cruise,直连
T03,2050.921,cruise,直连
T03,2051.171,cruise,直连
T03,2051.421,cruise,直连
T03,2051.671,cruise,直连
T03,2051.921,cruise,直连
T03,2052.171,cruise,直连
T03,2052.421,cruise,直连
T03,2052.671,cruise,直连
T03,2052.921,cruise,直连
T03,2053.171,cruise,直连
T03,2053.421,cruise,直连
T03,2053.671,cruise,直连
T03,2053.92,cruise,直连
T03,2054.17,cruise,直连
T03,2054.42,cruise,直连
T03,2054.67,cruise,直连
T03,2054.92,cruise,直连
T03,2055.17,cruise,直连
T03,2055.42,cruise,直连
T03,2055.67,cruise,直连
T03,2055.92,cruise,直连
T03,2056.17,cruise,直连
T03,2056.42,cruise,直连
T03,2056.67,cruise,直连
T03,2056.919,cruise,直连
T03,2057.169,cruise,直连
T03,2057.419,cruise,直连
T03,2057.669,cruise,直连
T03,2057.919,cruise,直连
T03,2058.169,cruise,直连
T03,2058.419,cruise,直连
T03,2058.669,cruise,直连
T03,2058.919,cruise,直连
T03,2059.169,cruise,直连
T03,2059.419,cruise,直连
T03,2059.669,cruise,直连
T03,2059.918,cruise,直连
T03,2060.168,cruise,直连
T03,2060.418,cruise,直连
T03,2060.668,cruise,直连
T03,2060.918,cruise,直连
T03,2061.168,cruise,直连
T03,2061.418,cruise,直连
T03,2061.668,cruise,直连
T03,2061.918,cruise,直连
T03,2062.168,cruise,直连
T03,2062.418,cruise,直连
T03,2062.668,cruise,直连
T03,2062.917,cruise,直连
T03,2063.167,cruise,直连
T03,2063.417,cruise,直连
T03,2063.667,cruise,直连
T03,2063.917,cruise,直连
T03,2064.167,cruise,直连
T03,2064.417,cruise,直连
T03,2064.667,cruise,直连
T03,2064.917,cruise,直连
T03,2065.167,cruise,直连
T03,2065.417,cruise,直连
T03,2065.667,cruise,直连
T03,2065.917,cruise,直连
T03,2066.166,cruise,直连
T03,2066.416,cruise,直连
T03,2066.666,cruise,直连
T03,2066.916,cruise,直连
T03,2067.166,cruise,直连
T03,2067.416,cruise,直连
T03,2067.666,cruise,直连
T03,2067.916,cruise,直连
T03,2068.166,cruise,直连
T03,2068.416,cruise,直连
T03,2068.666,cruise,直连
T03,2068.916,cruise,直连
T03,2069.165,cruise,直连
T03,2069.415,cruise,直连
T03,2069.665,cruise,直连
T03,2069.915,cruise,直连
T03,2070.165,cruise,直连
T03,2070.415,cruise,直连
T03,2070.665,cruise,直连
T03,2070.915,cruise,直连
T03,2071.165,cruise,直连
T03,2071.415,cruise,直连
T03,2071.665,cruise,直连
T03,2071.915,cruise,直连
T03,2072.164,cruise,直连
T03,2072.414,cruise,直连
T03,2072.664,cruise,直连
T03,2072.914,cruise,直连
T03,2073.164,cruise,直连
T03,2073.414,cruise,直连
T03,2073.664,cruise,直连
T03,2073.914,cruise,直连
T03,2074.164,cruise,直连
T03,2074.414,cruise,直连
T03,2074.664,cruise,直连
T03,2074.914,cruise,直连
T03,2075.163,cruise,直连
T03,2075.413,cruise,直连
T03,2075.663,cruise,直连
T03,2075.913,cruise,直连
T03,2076.163,cruise,直连
T03,2076.413,cruise,直连
T03,2076.663,cruise,直连
T03,2076.913,cruise,直连
T03,2077.163,cruise,直连
T03,2077.413,cruise,直连
T03,2077.663,cruise,直连
T03,2077.913,cruise,直连
T03,2078.162,cruise,直连
T03,2078.412,cruise,直连
T03,2078.662,cruise,直连
T03,2078.912,cruise,直连
T03,2079.162,cruise,直连
T03,2079.412,cruise,直连
T03,2079.662,cruise,直连
T03,2079.912,cruise,直连
T03,2080.162,cruise,直连
T03,2080.412,cruise,直连
T03,2080.662,cruise,直连
T03,2080.912,cruise,直连
T03,2081.161,cruise,直连
T03,2081.411,cruise,直连
T03,2081.661,cruise,直连
T03,2081.911,cruise,直连
T03,2082.161,cruise,直连
T03,2082.411,cruise,直连
T03,2082.661,cruise,直连
T03,2082.911,cruise,直连
T03,2083.161,cruise,直连
T03,2083.411,cruise,直连
T03,2083.661,cruise,直连
T03,2083.911,cruise,直连
T03,2084.16,cruise,直连
T03,2084.41,cruise,直连
T03,2084.66,cruise,直连
T03,2084.91,cruise,直连
T03,2085.16,cruise,直连
T03,2085.41,cruise,直连
T03,2085.66,cruise,直连
T03,2085.91,cruise,直连
T03,2086.16,cruise,直连
T03,2086.41,cruise,直连
T03,2086.66,cruise,直连
T03,2086.91,cruise,直连
T03,2087.159,cruise,直连
T03,2087.409,cruise,直连
T03,2087.659,cruise,直连
T03,2087.909,cruise,直连
T03,2088.159,cruise,直连
T03,2088.409,cruise,直连
T03,2088.659,cruise,直连
T03,2088.909,cruise,直连
T03,2089.159,cruise,直连
T03,2089.409,cruise,直连
T03,2089.659,cruise,直连
T03,2089.909,cruise,直连
T03,2090.158,cruise,直连
T03,2090.408,cruise,直连
T03,2090.658,cruise,直连
T03,2090.908,cruise,直连
T03,2091.158,cruise,直连
T03,2091.408,cruise,直连
T03,2091.658,cruise,直连
T03,2091.908,cruise,直连
T03,2092.158,cruise,直连
T03,2092.408,cruise,直连
T03,2092.658,cruise,直连
T03,2092.908,cruise,直连
T03,2093.158,cruise,直连
T03,2093.407,cruise,直连
T03,2093.657,cruise,直连
T03,2093.907,cruise,直连
T03,2094.157,cruise,直连
T03,2094.407,cruise,直连
T03,2094.657,cruise,直连
T03,2094.907,cruise,直连
T03,2095.157,cruise,直连
T03,2095.407,cruise,直连
T03,2095.657,cruise,直连
T03,2095.907,cruise,直连
T03,2096.157,cruise,直连
T03,2096.406,cruise,直连
T03,2096.656,cruise,直连
T03,2096.906,cruise,直连
T03,2097.156,cruise,直连
T03,2097.406,cruise,直连
T03,2097.656,cruise,直连
T03,2097.906,cruise,直连
T03,2098.156,cruise,直连
T03,2098.406,cruise,直连
T03,2098.656,cruise,直连
T03,2098.906,cruise,直连
T03,2099.156,cruise,直连
T03,2099.405,cruise,直连
T03,2099.655,cruise,直连
T03,2099.905,cruise,直连
T03,2100.155,cruise,直连
T03,2100.405,cruise,直连
T03,2100.655,cruise,直连
T03,2100.905,cruise,直连
T03,2101.155,cruise,直连
T03,2101.405,cruise,直连
T03,2101.655,cruise,直连
T03,2101.905,cruise,直连
T03,2102.155,cruise,直连
T03,2102.404,cruise,直连
T03,2102.654,cruise,直连
T03,2102.904,cruise,直连
T03,2103.154,cruise,直连
T03,2103.404,cruise,直连
T03,2103.654,cruise,直连
T03,2103.904,cruise,直连
T03,2104.154,cruise,直连
T03,2104.404,cruise,直连
T03,2104.654,cruise,直连
T03,2104.904,cruise,直连
T03,2105.154,cruise,直连
T03,2105.403,cruise,直连
T03,2105.653,cruise,直连
T03,2105.903,cruise,直连
T03,2106.153,cruise,直连
T03,2106.403,cruise,直连
T03,2106.653,cruise,直连
T03,2106.903,cruise,直连
T03,2107.153,cruise,直连
T03,2107.403,cruise,直连
T03,2107.653,cruise,直连
T03,2107.903,cruise,直连
T03,2108.153,cruise,直连
T03,2108.402,cruise,直连
T03,2108.652,cruise,直连
T03,2108.902,cruise,直连
T03,2109.152,cruise,直连
T03,2109.402,cruise,直连
T03,2109.652,cruise,直连
T03,2109.902,cruise,直连
T03,2110.152,cruise,直连
T03,2110.402,cruise,直连
T03,2110.652,cruise,直连
T03,2110.902,cruise,直连
T03,2111.152,cruise,直连
T03,2111.401,cruise,直连
T03,2111.651,cruise,直连
T03,2111.901,cruise,直连
T03,2112.151,cruise,直连
T03,2112.401,cruise,直连
T03,2112.651,cruise,直连
T03,2112.901,cruise,直连
T03,2113.151,cruise,直连
T03,2113.401,cruise,直连
T03,2113.651,cruise,直连
T03,2113.901,cruise,直连
T03,2114.151,cruise,直连
T03,2114.4,cruise,直连
T03,2114.65,cruise,直连
T03,2114.9,cruise,直连
T03,2115.15,cruise,直连
T03,2115.4,cruise,直连
T03,2115.65,cruise,直连
T03,2115.9,cruise,直连
T03,2116.15,cruise,直连
T03,2116.4,cruise,直连
T03,2116.65,cruise,直连
T03,2116.9,cruise,直连
T03,2117.15,cruise,直连
T03,2117.399,cruise,直连
T03,2117.649,cruise,直连
T03,2117.899,cruise,直连
T03,2118.149,cruise,直连
T03,2118.399,cruise,直连
T03,2118.649,cruise,直连
T03,2118.899,cruise,直连
T03,2119.149,cruise,直连
T03,2119.399,cruise,直连
T03,2119.649,cruise,直连
T03,2119.899,cruise,直连
T03,2120.149,cruise,直连
T03,2120.399,cruise,直连
T03,2120.648,cruise,直连
T03,2120.898,cruise,直连
T03,2121.148,cruise,直连
T03,2121.398,cruise,直连
T03,2121.648,cruise,直连
T03,2121.898,cruise,直连
T03,2122.148,cruise,直连
T03,2122.398,cruise,直连
T03,2122.648,cruise,直连
T03,2122.898,cruise,直连
T03,2123.148,cruise,直连
T03,2123.398,cruise,直连
T03,2123.647,cruise,直连
T03,2123.897,cruise,直连
T03,2124.147,cruise,直连
T03,2124.397,cruise,直连
T03,2124.647,cruise,直连
T03,2124.897,cruise,直连
T03,2125.147,cruise,直连
T03,2125.397,cruise,直连
T03,2125.647,cruise,直连
T03,2125.897,cruise,直连
T03,2126.147,cruise,直连
T03,2126.397,cruise,直连
T03,2126.646,cruise,直连
T03,2126.896,cruise,直连
T03,2127.146,cruise,直连
T03,2127.396,cruise,直连
T03,2127.646,cruise,直连
T03,2127.896,cruise,直连
T03,2128.146,cruise,直连
T03,2128.396,cruise,直连
T03,2128.646,cruise,直连
T03,2128.896,cruise,直连
T03,2129.146,cruise,直连
T03,2129.396,cruise,直连
T03,2129.645,cruise,直连
T03,2129.895,cruise,直连
T03,2130.145,cruise,直连
T03,2130.395,cruise,直连
T03,2130.645,cruise,直连
T03,2130.895,cruise,直连
T03,2131.145,cruise,直连
T03,2131.395,cruise,直连
T03,2131.645,cruise,直连
T03,2131.895,cruise,直连
T03,2132.145,cruise,直连
T03,2132.395,cruise,直连
T03,2132.644,cruise,直连
T03,2132.894,cruise,直连
T03,2133.144,cruise,直连
T03,2133.394,cruise,直连
T03,2133.644,cruise,直连
T03,2133.894,cruise,直连
T03,2134.144,cruise,直连
T03,2134.394,cruise,直连
T03,2134.644,cruise,直连
T03,2134.894,cruise,直连
T03,2135.144,cruise,直连
T03,2135.394,cruise,直连
T03,2135.643,cruise,直连
T03,2135.893,cruise,直连
T03,2136.143,cruise,直连
T03,2136.393,cruise,直连
T03,2136.643,cruise,直连
T03,2136.893,cruise,直连
T03,2137.143,cruise,直连
T03,2137.393,cruise,直连
T03,2137.643,cruise,直连
T03,2137.893,cruise,直连
T03,2138.143,cruise,直连
T03,2138.393,cruise,直连
T03,2138.642,cruise,直连
T03,2138.892,cruise,直连
T03,2139.142,cruise,直连
T03,2139.392,cruise,直连
T03,2139.642,cruise,直连
T03,2139.892,cruise,直连
T03,2140.142,cruise,直连
T03,2140.392,cruise,直连
T03,2140.642,cruise,直连
T03,2140.892,cruise,直连
T03,2141.142,cruise,直连
T03,2141.392,cruise,直连
T03,2141.641,cruise,直连
T03,2141.891,cruise,直连
T03,2142.141,cruise,直连
T03,2142.391,cruise,直连
T03,2142.641,cruise,直连
T03,2142.891,cruise,直连
T03,2143.141,cruise,直连
T03,2143.391,cruise,直连
T03,2143.641,cruise,直连
T03,2143.891,cruise,直连
T03,2144.141,cruise,直连
T03,2144.391,cruise,直连
T03,2144.64,cruise,直连
T03,2144.89,cruise,直连
T03,2145.14,cruise,直连
T03,2145.39,cruise,直连
T03,2145.64,cruise,直连
T03,2145.89,cruise,直连
T03,2146.14,cruise,直连
T03,2146.39,cruise,直连
T03,2146.64,cruise,直连
T03,2146.89,cruise,直连
T03,2147.14,cruise,直连
T03,2147.39,cruise,直连
T03,2147.64,cruise,直连
T03,2147.889,cruise,直连
T03,2148.139,cruise,直连
T03,2148.389,cruise,直连
T03,2148.639,cruise,直连
T03,2148.889,cruise,直连
T03,2149.139,cruise,直连
T03,2149.389,cruise,直连
T03,2149.639,cruise,直连
T03,2149.889,cruise,直连
T03,2150.139,cruise,直连
T03,2150.389,cruise,直连
T03,2150.639,cruise,直连
T03,2150.888,cruise,直连
T03,2151.138,cruise,直连
T03,2151.388,cruise,直连
T03,2151.638,cruise,直连
T03,2151.888,cruise,直连
T03,2152.138,cruise,直连
T03,2152.388,cruise,直连
T03,2152.638,cruise,直连
T03,2152.888,cruise,直连
T03,2153.138,cruise,直连
T03,2153.388,cruise,直连
T03,2153.638,cruise,直连
T03,2153.887,cruise,直连
T03,2154.137,cruise,直连
T03,2154.387,cruise,直连
T03,2154.637,cruise,直连
T03,2154.887,cruise,直连
T03,2155.137,cruise,直连
T03,2155.387,cruise,直连
T03,2155.637,cruise,直连
T03,2155.887,cruise,直连
T03,2156.137,cruise,直连
T03,2156.387,cruise,直连
T03,2156.637,cruise,直连
T03,2156.886,cruise,直连
T03,2157.136,cruise,直连
T03,2157.386,cruise,直连
T03,2157.636,cruise,直连
T03,2157.886,cruise,直连
T03,2158.136,cruise,直连
T03,2158.386,cruise,直连
T03,2158.636,cruise,直连
T03,2158.886,cruise,直连
T03,2159.136,cruise,直连
T03,2159.386,cruise,直连
T03,2159.636,cruise,直连
T03,2159.885,cruise,直连
T03,2160.135,cruise,直连
T03,2160.385,cruise,直连
T03,2160.635,cruise,直连
T03,2160.885,cruise,直连
T03,2161.135,cruise,直连
T03,2161.385,cruise,直连
T03,2161.635,cruise,直连
T03,2161.885,cruise,直连
T03,2162.135,cruise,直连
T03,2162.385,cruise,直连
T03,2162.635,cruise,直连
T03,2162.884,cruise,直连
T03,2163.134,cruise,直连
T03,2163.384,cruise,直连
T03,2163.634,cruise,直连
T03,2163.884,cruise,直连
T03,2164.134,cruise,直连
T03,2164.384,cruise,直连
T03,2164.634,cruise,直连
T03,2164.884,cruise,直连
T03,2165.134,cruise,直连
T03,2165.384,cruise,直连
T03,2165.634,cruise,直连
T03,2165.883,cruise,直连
T03,2166.133,cruise,直连
T03,2166.383,cruise,直连
T03,2166.633,cruise,直连
T03,2166.883,cruise,直连
T03,2167.133,cruise,直连
T03,2167.383,cruise,直连
T03,2167.633,cruise,直连
T03,2167.883,cruise,直连
T03,2168.133,cruise,直连
T03,2168.383,cruise,直连
T03,2168.633,cruise,直连
T03,2168.882,cruise,直连
T03,2169.132,cruise,直连
T03,2169.382,cruise,直连
T03,2169.632,cruise,直连
T03,2169.882,cruise,直连
T03,2170.132,cruise,直连
T03,2170.382,cruise,直连
T03,2170.632,cruise,直连
T03,2170.882,cruise,直连
T03,2171.132,cruise,直连
T03,2171.382,cruise,直连
T03,2171.632,cruise,直连
T03,2171.881,cruise,直连
T03,2172.131,cruise,直连
T03,2172.381,cruise,直连
T03,2172.631,cruise,直连
T03,2172.881,cruise,直连
T03,2173.131,cruise,直连
T03,2173.381,cruise,直连
T03,2173.631,cruise,直连
T03,2173.881,cruise,直连
T03,2174.131,cruise,直连
T03,2174.381,cruise,直连
T03,2174.631,cruise,直连
T03,2174.881,cruise,直连
T03,2175.13,cruise,直连
T03,2175.38,cruise,直连
T03,2175.63,cruise,直连
T03,2175.88,cruise,直连
T03,2176.13,cruise,直连
T03,2176.38,cruise,直连
T03,2176.63,cruise,直连
T03,2176.88,cruise,直连
T03,2177.13,cruise,直连
T03,2177.38,cruise,直连
T03,2177.63,cruise,直连
T03,2177.88,cruise,直连
T03,2178.129,cruise,直连
T03,2178.379,cruise,直连
T03,2178.629,cruise,直连
T03,2178.879,cruise,直连
T03,2179.129,cruise,直连
T03,2179.379,cruise,直连
T03,2179.629,cruise,直连
T03,2179.879,cruise,直连
T03,2180.129,cruise,直连
T03,2180.379,cruise,直连
T03,2180.629,cruise,直连
T03,2180.879,cruise,直连
T03,2181.128,cruise,直连
T03,2181.378,cruise,直连
T03,2181.628,cruise,直连
T03,2181.878,cruise,直连
T03,2182.128,cruise,直连
T03,2182.378,cruise,直连
T03,2182.628,cruise,直连
T03,2182.878,cruise,直连
T03,2183.128,cruise,直连
T03,2183.378,cruise,直连
T03,2183.628,cruise,直连
T03,2183.878,cruise,直连
T03,2184.127,cruise,直连
T03,2184.377,cruise,直连
T03,2184.627,cruise,直连
T03,2184.877,cruise,直连
T03,2185.127,cruise,直连
T03,2185.377,cruise,直连
T03,2185.627,cruise,直连
T03,2185.877,cruise,直连
T03,2186.127,cruise,直连
T03,2186.377,cruise,直连
T03,2186.627,cruise,直连
T03,2186.877,cruise,直连
T03,2187.126,cruise,直连
T03,2187.376,cruise,直连
T03,2187.626,cruise,直连
T03,2187.876,cruise,直连
T03,2188.126,cruise,直连
T03,2188.376,cruise,直连
T03,2188.626,cruise,直连
T03,2188.876,cruise,直连
T03,2189.126,cruise,直连
T03,2189.376,cruise,直连
T03,2189.626,cruise,直连
T03,2189.876,cruise,直连
T03,2190.125,cruise,直连
T03,2190.375,cruise,直连
T03,2190.625,cruise,直连
T03,2190.875,cruise,直连
T03,2191.125,cruise,直连
T03,2191.375,cruise,直连
T03,2191.625,cruise,直连
T03,2191.875,cruise,直连
T03,2192.125,cruise,直连
T03,2192.375,cruise,直连
T03,2192.625,cruise,直连
T03,2192.875,cruise,直连
T03,2193.124,cruise,直连
T03,2193.374,cruise,直连
T03,2193.624,cruise,直连
T03,2193.874,cruise,直连
T03,2194.124,cruise,直连
T03,2194.374,cruise,直连
T03,2194.624,cruise,直连
T03,2194.874,cruise,直连
T03,2195.124,cruise,直连
T03,2195.374,cruise,直连
T03,2195.624,cruise,直连
T03,2195.874,cruise,直连
T03,2196.123,cruise,直连
T03,2196.373,cruise,直连
T03,2196.623,cruise,直连
T03,2196.873,cruise,直连
T03,2197.123,cruise,直连
T03,2197.373,cruise,直连
T03,2197.623,cruise,直连
T03,2197.873,cruise,直连
T03,2198.123,cruise,直连
T03,2198.373,cruise,直连
T03,2198.623,cruise,直连
T03,2198.873,cruise,直连
T03,2199.123,cruise,直连
T03,2199.372,cruise,直连
T03,2199.622,cruise,直连
T03,2199.872,cruise,直连
T03,2200.122,cruise,直连
T03,2200.372,cruise,直连
T03,2200.622,cruise,直连
T03,2200.872,cruise,直连
T03,2201.122,cruise,直连
T03,2201.372,cruise,直连
T03,2201.622,cruise,直连
T03,2201.872,cruise,直连
T03,2202.122,cruise,直连
T03,2202.371,cruise,直连
T03,2202.621,cruise,直连
T03,2202.871,cruise,直连
T03,2203.121,cruise,直连
T03,2203.371,cruise,直连
T03,2203.621,cruise,直连
T03,2203.871,cruise,直连
T03,2204.121,cruise,直连
T03,2204.371,cruise,直连
T03,2204.621,cruise,直连
T03,2204.871,cruise,直连
T03,2205.121,cruise,直连
T03,2205.37,cruise,直连
T03,2205.62,cruise,直连
T03,2205.87,cruise,直连
T03,2206.12,cruise,直连
T03,2206.37,cruise,直连
T03,2206.62,cruise,直连
T03,2206.87,cruise,直连
T03,2207.12,cruise,直连
T03,2207.37,cruise,直连
T03,2207.62,cruise,直连
T03,2207.87,cruise,直连
T03,2208.12,cruise,直连
T03,2208.369,cruise,直连
T03,2208.619,cruise,直连
T03,2208.869,cruise,直连
T03,2209.119,cruise,直连
T03,2209.369,cruise,直连
T03,2209.619,cruise,直连
T03,2209.869,cruise,直连
T03,2210.119,cruise,直连
T03,2210.369,cruise,直连
T03,2210.619,cruise,直连
T03,2210.869,cruise,直连
T03,2211.119,cruise,直连
T03,2211.368,cruise,直连
T03,2211.618,cruise,直连
T03,2211.868,cruise,直连
T03,2212.118,cruise,直连
T03,2212.368,cruise,直连
T03,2212.618,cruise,直连
T03,2212.868,cruise,直连
T03,2213.118,cruise,直连
T03,2213.368,cruise,直连
T03,2213.618,cruise,直连
T03,2213.868,cruise,直连
T03,2214.118,cruise,直连
T03,2214.367,cruise,直连
T03,2214.617,cruise,直连
T03,2214.867,cruise,直连
T03,2215.117,cruise,直连
T03,2215.367,cruise,直连
T03,2215.617,cruise,直连
T03,2215.867,cruise,直连
T03,2216.117,cruise,直连
T03,2216.367,cruise,直连
T03,2216.617,cruise,直连
T03,2216.867,cruise,直连
T03,2217.117,cruise,直连
T03,2217.366,cruise,直连
T03,2217.616,cruise,直连
T03,2217.866,cruise,直连
T03,2218.116,cruise,直连
T03,2218.366,cruise,直连
T03,2218.616,cruise,直连
T03,2218.866,cruise,直连
T03,2219.116,cruise,直连
T03,2219.366,cruise,直连
T03,2219.616,cruise,直连
T03,2219.866,cruise,直连
T03,2220.116,cruise,直连
T03,2220.365,cruise,直连
T03,2220.615,cruise,直连
T03,2220.865,cruise,直连
T03,2221.115,cruise,直连
T03,2221.365,cruise,直连
T03,2221.615,cruise,直连
T03,2221.865,cruise,直连
T03,2222.115,cruise,直连
T03,2222.365,cruise,直连
T03,2222.615,cruise,直连
T03,2222.865,cruise,直连
T03,2223.115,cruise,直连
T03,2223.364,cruise,直连
T03,2223.614,cruise,直连
T03,2223.864,cruise,直连
T03,2224.114,cruise,直连
T03,2224.364,cruise,直连
T03,2224.614,cruise,直连
T03,2224.864,cruise,直连
T03,2225.114,cruise,直连
T03,2225.364,cruise,直连
T03,2225.614,cruise,直连
T03,2225.864,cruise,直连
T03,2226.114,cruise,直连
T03,2226.364,cruise,直连
T03,2226.613,cruise,直连
T03,2226.863,cruise,直连
T03,2227.113,cruise,直连
T03,2227.363,cruise,直连
T03,2227.613,cruise,直连
T03,2227.863,cruise,直连
T03,2228.113,cruise,直连
T03,2228.363,cruise,直连
T03,2228.613,cruise,直连
T03,2228.863,cruise,直连
T03,2229.113,cruise,直连
T03,2229.363,cruise,直连
T03,2229.612,cruise,直连
T03,2229.862,cruise,直连
T03,2230.112,cruise,直连
T03,2230.362,cruise,直连
T03,2230.612,cruise,直连
T03,2230.862,cruise,直连
T03,2231.112,cruise,直连
T03,2231.362,cruise,直连
T03,2231.612,cruise,直连
T03,2231.862,cruise,直连
T03,2232.112,cruise,直连
T03,2232.362,cruise,直连
T03,2232.611,cruise,直连
T03,2232.861,cruise,直连
T03,2233.111,cruise,直连
T03,2233.361,cruise,直连
T03,2233.611,cruise,直连
T03,2233.861,cruise,直连
T03,2234.111,cruise,直连
T03,2234.361,cruise,直连
T03,2234.611,cruise,直连
T03,2234.861,cruise,直连
T03,2235.111,cruise,直连
T03,2235.361,cruise,直连
T03,2235.61,cruise,直连
T03,2235.86,cruise,直连
T03,2236.11,cruise,直连
T03,2236.36,cruise,直连
T03,2236.61,cruise,直连
T03,2236.86,cruise,直连
T03,2237.11,cruise,直连
T03,2237.36,cruise,直连
T03,2237.61,cruise,直连
T03,2237.86,cruise,直连
T03,2238.11,cruise,直连
T03,2238.36,cruise,直连
T03,2238.609,cruise,直连
T03,2238.859,cruise,直连
T03,2239.109,cruise,直连
T03,2239.359,cruise,直连
T03,2239.609,cruise,直连
T03,2239.859,cruise,直连
T03,2240.109,cruise,直连
T03,2240.359,cruise,直连
T03,2240.609,cruise,直连
T03,2240.859,cruise,直连
T03,2241.109,cruise,直连
T03,2241.359,cruise,直连
T03,2241.608,cruise,直连
T03,2241.858,cruise,直连
T03,2242.108,cruise,直连
T03,2242.358,cruise,直连
T03,2242.608,cruise,直连
T03,2242.858,cruise,直连
T03,2243.108,cruise,直连
T03,2243.358,cruise,直连
